layer_id,head_id,delta,attn_top,cos_true,cos_false,prompt,true_label,false_label
12,9,0.04733467102050781,"<s> | ? | 
 | > | Is",-0.007,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,10,0.03214454650878906,<s> | No | Answer | '. | ',0.024,0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,11,0.063873291015625,"<s> | : | A | '. | 
",-0.005,-0.001,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,12,0.4820747375488281,: | <s> | A | Answer | '.,-0.011,-0.053,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,15,0.021823883056640625,"<s> | : | No | '. | 
",0.023,0.028,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,17,0.012674331665039062,": | <s> | 
 | A | ?",0.014,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,18,0.016750335693359375,<s> | < | bot | ' | Is,0.024,0.03,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,22,0.06090545654296875,"<s> | No | '. | 
 | '",-0.022,-0.022,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,23,0.027448654174804688,<s> | > | ' | answer | A,-0.003,0.001,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,24,0.0062713623046875,<s> | : | You | answer | Is,0.005,0.008,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,27,0.11653709411621094,"<s> | 
 | ? | > | 
",0.012,0.034,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
12,28,0.09148216247558594,"<s> | 
 | 
 | : | A",0.027,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,0,0.08877372741699219,"<s> | : | A | 
 | Please",-0.001,0.019,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,1,0.013763427734375,<s> | Is | > | No | ?,0.02,0.023,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,2,0.38096046447753906,or | ' | No | '. | Yes,0.037,0.041,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,3,0.011707305908203125,<s> | '. | or | : | A,0.007,0.003,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,5,0.1294574737548828,": | <s> | A | 
 | '.",0.033,0.03,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,7,0.03693580627441406,"<s> | 
 | : | 
 | A",0.004,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,9,0.021442413330078125,"<s> | 
 | > | : | A",0.025,0.025,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,10,0.006500244140625,"<s> | ? | 
 | : | '.",-0.018,-0.027,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,12,0.2898693084716797,<s> | '. | with | : | A,0.013,0.032,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,13,0.11389732360839844,<s> | No | Yes | : | ?,-0.0,0.024,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,14,0.09957122802734375,<s> | '. | > | No | or,0.008,0.006,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,15,0.14721107482910156,"<s> | : | A | 
 | >",0.001,0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,18,0.16385269165039062,<s> | or | ' | compare | '.,-0.011,0.013,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,19,0.018152236938476562,answer | <s> | ' | Is | with,0.023,0.027,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,20,0.04612541198730469,<s> | : | A | No | You,0.04,0.006,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,22,0.20597076416015625,"<s> | : | 
 | A | 
",0.029,0.016,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,23,0.07114028930664062,"<s> | : | 
 | > | Please",-0.011,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,24,0.02143096923828125,"<s> | '. | 
 | a | system",0.03,0.042,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,26,0.0004100799560546875,<s> | Is | You | system | :,0.009,0.026,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,28,0.049037933349609375,"<s> | 
 | : | Yes | .",0.029,0.008,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,29,0.048858642578125,<s> | : | answer | or | A,-0.03,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,30,0.12662315368652344,<s> | answer | or | Is | >,-0.007,-0.018,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
13,31,0.1385040283203125,<s> | No | ? | Is | Yes,-0.008,-0.009,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,3,0.009037017822265625,<s> | Is | : | Yes | A,0.004,0.026,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,7,0.1134185791015625,"<s> | 
 | : | > | 
",0.03,-0.025,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,8,0.02465057373046875,"<s> | 
 | : | '. | No",0.018,-0.002,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,9,0.0282135009765625,"<s> | : | : | 
 | A",0.02,0.031,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,11,0.07404327392578125,"<s> | 
 | A | '. | ?",0.007,0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,12,0.022996902465820312,<s> | No | ? | '. | years,0.004,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,13,0.06912803649902344,"<s> | 
 | A | : | '.",0.008,0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,14,0.19641876220703125,<s> | : | Yes | No | ',-0.029,-0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,15,0.043399810791015625,": | 
 | 
 | <s> | A",-0.011,-0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,16,0.06009101867675781,"<s> | : | '. | : | 
",0.002,-0.022,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,21,0.09304237365722656,"'. | 
 | Is | <s> | ?",0.021,0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,22,0.025789260864257812,<s> | No | ? | '. | or,0.011,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,23,0.0279998779296875,"<s> | > | 
 | 
 | system",-0.001,0.033,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,24,0.04625129699707031,"<s> | A | '. | 
 | or",-0.008,0.006,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
14,31,0.14772415161132812,"<s> | 
 | ? | '. | :",-0.0,-0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,0,0.009777069091796875,"<s> | 
 | : | '. | A",0.035,0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,2,0.030055999755859375,? | Yes | ' | No | than,-0.0,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,4,0.0035037994384765625,<s> | Yes | ? | No | '.,0.01,0.001,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,5,0.16817092895507812,' | ' | No | '. | ',0.022,0.05,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,6,0.1463642120361328,<s> | Answer | : | ? | '.,0.014,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,7,0.022451400756835938,<s> | : | ? | 2 | :,0.035,-0.0,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,8,0.0523529052734375,"<s> | ? | 1 | 
 | No",0.013,-0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,9,0.19638633728027344,? | <s> | than | 1 | No,0.02,0.024,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,10,0.01482391357421875,<s> | Yes | ? | No | ',-0.011,-0.03,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,11,0.1344013214111328,? | <s> | compare | No | Yes,-0.009,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,12,0.2941017150878906,": | <s> | 
 | A | '.",-0.038,-0.016,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,13,0.1487255096435547,"<s> | '. | 
 | . | '",0.014,0.014,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,15,0.06943702697753906,"<s> | : | 
 | ? | '.",0.012,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,16,0.000946044921875,"<s> | '. | ' | Answer | 
",-0.019,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,21,0.0205078125,<s> | : | A | No | 1,0.008,-0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,22,0.08535575866699219,"<s> | : | '. | 
 | Yes",0.014,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,23,0.009481430053710938,<s> | ? | : | '. | Answer,0.015,0.044,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,25,0.10574150085449219,or | ' | <s> | '. | Answer,-0.003,0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,27,0.07471847534179688,"<s> | ? | 
 | 1 | ",0.006,0.023,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,28,0.005199432373046875,"<s> | A | : | 
 | ?",-0.022,-0.046,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
15,30,0.07346153259277344,<s> | or | No | ? | <,0.028,0.057,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,2,0.07763481140136719,"<s> | : | < | 
 | :",0.054,0.03,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,3,0.030406951904296875,<s> | No | ? | : | Yes,0.033,0.032,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,4,0.12309837341308594,"A | <s> | : | 
 | 1",-0.014,0.013,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,7,0.152801513671875,<s> | Yes | ? | Answer | 1,0.001,-0.02,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,9,0.037479400634765625,<s> | : | A | or | >,0.04,0.02,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,12,0.09694290161132812,<s> | ' | Yes | '. | :,0.003,0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,13,0.10719871520996094,"<s> | : | A | 
 | '.",-0.034,0.002,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,14,0.07890129089355469,"<s> | : | 
 | A | :",-0.047,-0.029,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,16,0.07381439208984375,? | <s> | 1 | Yes | earlier,0.031,0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,18,0.07556915283203125,<s> | ? | 1 | Yes | No,0.026,0.046,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,19,0.3027515411376953,<s> | Yes | : | ' | '.,-0.006,0.015,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,22,0.018281936645507812,"<s> | : | Yes | No | 
",-0.003,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,24,0.014154434204101562,"<s> | : | You | 
 | A",-0.001,-0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,25,0.032314300537109375,<s> | ? | A | Yes | No,-0.035,-0.0,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,26,0.020992279052734375,"<s> | Yes | < | > | 
",0.012,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,28,0.0342864990234375,"<s> | : | A | 
 | Answer",-0.031,-0.015,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
16,30,0.2799854278564453,"<s> | 
 | ? | : | 
",0.022,0.024,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,0,0.12860488891601562,<s> | '. | ' | : | No,0.002,0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,1,0.012182235717773438,<s> | : | ? |  | 2,0.006,-0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,2,1.2973670959472656,1 | ? | <s> | earlier | than,0.022,0.003,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,4,0.05715751647949219,No | <s> | Yes | earlier | ?,0.034,0.009,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,5,0.030519485473632812,<s> | ? | : | earlier | No,-0.004,0.014,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,6,0.2271270751953125,No | Yes | ? | or | ',0.02,0.097,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,7,0.031206130981445312,No | ? | <s> | Yes | than,-0.01,0.018,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,8,0.259307861328125,? | <s> | than | earlier | 1,0.0,0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,9,0.003414154052734375,"<s> | : | 
 | No | ?",0.001,0.016,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,11,0.030065536499023438,<s> | ? | 1 | 1 | No,0.001,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,15,0.16280746459960938,"<s> | ? | 1 | 
 | 2",0.016,0.022,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,16,0.03925323486328125,<s> | ? | No | '. | Yes,-0.018,-0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,18,0.03402137756347656,<s> | ? | Is |  | ',0.013,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,19,0.049495697021484375,"<s> | 1 | ? | 
 | Yes",-0.031,-0.009,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,20,0.06159019470214844,"<s> | : | 
 | You | A",0.063,0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,21,0.045696258544921875,"<s> | : | 
 | A | '.",0.045,0.015,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,22,0.018072128295898438,"<s> | : | 
 | ? | A",0.028,0.018,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,25,0.14023590087890625,<s> | ? | Yes | 1 | No,-0.005,-0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,29,0.003894805908203125,"<s> | : | 
 | 
 | 1",0.016,0.018,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
17,31,0.081085205078125,<s> | ? | Yes | 1 | No,-0.009,-0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,2,0.04974555969238281,"A | <s> | : | 
 | Is",0.006,0.008,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,5,0.3707923889160156,"<s> | 
 | : | A | '.",0.013,-0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,7,0.28302001953125,Yes | No | <s> | ' | ',0.025,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,11,0.08858489990234375,No | Yes | <s> | ? | ',0.007,0.028,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,12,0.010354995727539062,<s> | 1 | No | 2 | :,0.024,0.0,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,17,0.10482215881347656,"<s> | : | A | 
 | system",-0.009,0.034,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
18,18,0.1396160125732422,<s> | '. | Yes | ? | No,-0.003,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
