layer_id,head_id,delta,attn_top,cos_true,cos_false,prompt,true_label,false_label
1,20,0.01497650146484375,"
 | '. | ? | ' | Answer",0.026,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,21,-0.0017852783203125,"
 | : | '. | . | A",-0.019,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,22,0.00130462646484375,". | 
 | : | : | 1",0.034,0.003,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,23,0.016633987426757812,"
 | : | . | 
 | :",0.014,0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,24,0.0044403076171875,. | A | : | ? | a,-0.031,-0.038,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,25,5.7220458984375e-06,"A | : | 
 | . | '.",0.022,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,26,0.01921844482421875,"
 | '. | A | : | No",-0.017,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,27,0.011598587036132812,"A | : | 
 | a | Yes",-0.022,-0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,28,0.0100555419921875,": | . | 
 | 
 | '.",0.009,0.019,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,29,0.00116729736328125,"'. | 
 | ' | ' | ?",0.011,0.027,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,30,-0.00426483154296875,". | 
 | 
 | a | ?",-0.0,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
1,31,-0.0006866455078125,". | 
 | 
 | : | :",0.006,0.032,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,0,-0.0050792694091796875,"A | . | 
 | 
 | :",0.007,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,1,-0.0175018310546875,"A | : | 1 | . | 
",-0.006,-0.029,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,2,0.0056896209716796875,"A | . | 1 | 
 | :",0.009,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,3,0.02996063232421875,: | 9 | bot | system | .,-0.003,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,4,0.0078105926513671875,"
 | 1 | Please | . | :",-0.007,0.009,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,5,-0.0190887451171875,". | : | 
 | 
 | '.",0.015,0.013,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,6,-0.0027027130126953125,"A | . | 
 | 1 | or",-0.005,-0.027,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,7,-0.0019779205322265625,"'. | A | No | 
 | .",-0.006,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,8,0.00386810302734375,"
 | : | 1 | 
 | .",0.012,0.013,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,9,-0.013219833374023438,". | A | 
 | 1 | 
",-0.012,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,10,-0.001995086669921875,". | 1 | 
 | : | 
",-0.019,-0.024,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,11,-0.005924224853515625,"
 | . | 1 | 
 | a",0.025,0.0,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,12,0.002895355224609375,"A | . | 
 | 
 | :",0.003,-0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,13,-0.002216339111328125,"
 | 1 | . | 
 | :",0.022,-0.006,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,14,-0.000408172607421875,". | A | 1 | 
 | 
",-0.015,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,15,-0.0002613067626953125,". | 
 | 1 | 
 | a",0.015,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,16,-0.0009765625,". | 1 | 
 | 
 | a",-0.014,-0.013,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,17,0.007640838623046875,"
 | A | 1 | . | 
",-0.048,-0.009,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,18,0.00136566162109375,"
 | . | 1 | a | :",-0.012,-0.002,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,19,0.00414276123046875,". | 
 | Please | : | 
",-0.039,0.041,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,20,0.0004100799560546875,": | ? | 
 | Answer | .",-0.002,0.027,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,21,-0.002429962158203125,". | 1 | 
 | 
 | A",0.008,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,22,8.0108642578125e-05,answer | Answer | Please | system | :,-0.001,0.006,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,23,0.02799224853515625,": | . | 
 | 1 | 
",-0.014,-0.029,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,24,-0.021511077880859375,"
 | : | 
 | . | A",0.004,0.015,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,25,0.0048847198486328125,"Please | 1 | : | A | 
",0.033,0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,26,-0.0015811920166015625,". | 1 | 
 | 
 | A",-0.015,0.018,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,27,-0.047786712646484375,". | 1 | 
 | 
 | :",0.026,0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,28,0.00431060791015625,"
 | A | '. | : | ?",0.004,0.026,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,29,-0.009979248046875,". | 
 | 1 | 
 | A",-0.004,0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,30,0.00151824951171875,". | 1 | 
 | 
 | :",0.002,0.018,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
2,31,0.008953094482421875,"
 | . | : | 1 | 
",-0.0,-0.002,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,0,0.00016021728515625,"1 | <s> | : | 
 | '.",0.025,0.022,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,1,-0.0008449554443359375,"1 | <s> | A | : | 
",0.008,0.003,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,2,6.29425048828125e-05,"1 | <s> | : | 
 | :",0.002,-0.021,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,3,0.0035247802734375,"1 | <s> | 
 | A | '.",0.005,-0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,4,0.009737014770507812,1 | <s> | ? | Answer | A,0.03,0.03,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,5,-0.06554985046386719,"1 | <s> | '. | : | 
",-0.024,0.015,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,6,0.0026416778564453125,"1 | <s> | : | A | 
",-0.024,0.016,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,7,0.0005931854248046875,1 | <s> | : | '. | A,0.017,0.017,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,8,0.0060825347900390625,1 | <s> | or | Please | ',-0.0,-0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,9,0.0013446807861328125,1 | <s> | '. | ' | :,-0.02,-0.001,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,10,-0.016736984252929688,"
 | <s> | 1 | Answer | '",0.018,0.016,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,11,-0.0055904388427734375,"1 | <s> | A | 
 | :",0.011,0.041,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,12,-0.00252532958984375,"1 | <s> | : | Yes | 
",-0.044,-0.026,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,13,0.0067958831787109375,"1 | <s> | 
 | '. | A",-0.018,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,14,0.0003185272216796875,1 | <s> | ? | '. | :,0.021,-0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,15,0.000766754150390625,1 | <s> | Is | No | A,-0.003,0.005,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,16,0.0024204254150390625,1 | <s> | : | ? | '.,0.028,-0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,17,-0.001728057861328125,1 | <s> | ? | : | ',0.012,0.039,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,18,0.00466156005859375,<s> | 1 | ' | : | ',-0.003,-0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,19,-0.037021636962890625,"1 | <s> | A | : | 
",0.041,0.023,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,20,0.000667572021484375,1 | <s> | : | : | .,0.02,0.008,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,21,0.04418182373046875,"<s> | 1 | : | ' | 
",0.028,0.011,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,22,0.0016841888427734375,"1 | <s> | A | : | 
",-0.004,-0.01,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,23,-0.0001125335693359375,"1 | <s> | A | 
 | :",-0.015,0.009,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,24,0.0005779266357421875,"1 | <s> | : | 
 | A",0.011,0.032,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,25,0.008985519409179688,"1 | <s> | 
 | A | :",-0.002,0.012,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,26,-0.00751495361328125,"1 | <s> | : | 
 | A",0.016,-0.003,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,27,-0.001514434814453125,"1 | <s> | 
 | : | '.",-0.004,-0.02,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,28,-0.021154403686523438,"1 | <s> | 
 | '. | :",-0.013,0.002,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,29,0.000873565673828125,"1 | <s> | 
 | : | '.",0.018,-0.008,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,30,0.0055694580078125,<s> | 1 | bot | : | ',0.007,0.024,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
3,31,0.018655776977539062,1 | <s> | : | ? | with,-0.003,0.03,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,0,0.12204742431640625,1 | <s> | A | : | Yes,0.013,0.008,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,1,0.002838134765625,"1 | <s> | : | 
 | 
",-0.006,0.004,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,2,0.011264801025390625,1 | <s> | : | A | ?,0.005,0.027,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,3,-0.00441741943359375,"1 | <s> | 
 | : | A",-0.028,0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,4,-0.10917091369628906,"1 | <s> | : | 
 | ?",0.024,0.019,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,5,0.0007152557373046875,"1 | <s> | A | 
 | :",0.025,-0.007,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,6,-0.0020351409912109375,"1 | <s> | 
 | A | earlier",0.01,-0.043,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,7,-0.000240325927734375,1 | <s> | 9 | : | >,-0.011,-0.002,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
4,8,0.00467681884765625,"1 | <s> | : | 
 | 
",-0.001,-0.013,"<system> You are a bot that can compare years. <system>
Please answer: Is 1942 earlier than 1911? Answer with 'Yes' or 'No'.
A:",No,Yes
